"model_id","base_id","inference_type","confidence","inference_source"
"RedHatAI/granite-3.1-2b-base-quantized.w4a16","ibm-granite/granite-3.1-2b-base","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-2b-base | validated: child_id 'neuralmagic/granite-3.1-2b-base-quantized.w4a16' -> 'RedHatAI/granite-3.1-2b-base-quantized.w4a16'"
"ExaltedSlayer/ibm-granite-4.0-h-small-mlx-mxfp4","ibm-granite/granite-4.0-h-small","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-4.0-h-small | validated: child_id 'pivotraze/ibm-granite-4.0-h-small-mlx-mxfp4' -> 'ExaltedSlayer/ibm-granite-4.0-h-small-mlx-mxfp4'"
"cyankiwi/Qwen3-4B-Instruct-2507-AWQ-4bit","Qwen/Qwen3-4B-Instruct-2507","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-4B-Instruct-2507 | validated: child_id 'cpatonn/Qwen3-4B-Instruct-2507-AWQ' -> 'cyankiwi/Qwen3-4B-Instruct-2507-AWQ-4bit'"
"ernie-research/APPS-Gemma-2B-MA-PPO-Fixed10","google/codegemma-2b","finetune","high","explicit_tag | base_model:finetune:google/codegemma-2b | validated: child_id 'baidu/APPS-Gemma-2B-MA-PPO-Fixed10' -> 'ernie-research/APPS-Gemma-2B-MA-PPO-Fixed10'"
"RedHatAI/Llama-2-7b-dolphin-open_platypus-pruned_70","RedHatAI/Llama-2-7b-pruned70-retrained","finetune","high","explicit_tag | base_model:finetune:RedHatAI/Llama-2-7b-pruned70-retrained | validated: child_id 'neuralmagic/Llama-2-7b-dolphin-open_platypus-pruned_70' -> 'RedHatAI/Llama-2-7b-dolphin-open_platypus-pruned_70'"
"RedHatAI/starcoder2-7b-quantized.w8a8","bigcode/starcoder2-7b","quantized","high","openai_inference"
"zai-org/codegeex4-all-9b-GGUF","zai-org/codegeex4-all-9b","finetune","high","openai_inference"
"0xSero/INTELLECT-3-57B","PrimeIntellect/INTELLECT-3","finetune","high","explicit_tag | base_model:finetune:PrimeIntellect/INTELLECT-3 | validated: child_id '0xSero/INTELLECT-3-REAP-50' -> '0xSero/INTELLECT-3-57B'"
"RedHatAI/Meta-Llama-3.1-405B-Instruct-quantized.w8a8","meta-llama/Llama-3.1-405B-Instruct","quantized","high","explicit_tag | base_model:quantized:meta-llama/Llama-3.1-405B-Instruct | validated: child_id 'neuralmagic/Meta-Llama-3.1-405B-Instruct-quantized.w8a8' -> 'RedHatAI/Meta-Llama-3.1-405B-Instruct-quantized.w8a8'"
"RedHatAI/granite-3.1-2b-base-quantized.w8a8","ibm-granite/granite-3.1-2b-base","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-2b-base | validated: child_id 'neuralmagic/granite-3.1-2b-base-quantized.w8a8' -> 'RedHatAI/granite-3.1-2b-base-quantized.w8a8'"
"KrishnaIndukuri/IRMSEmbeddingsV4","Qwen/Qwen2.5-VL-3B-Instruct","finetune","high","openai_inference"
"RedHatAI/DeepSeek-R1-Distill-Llama-8B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Llama-8B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Llama-8B-quantized.w4a16' -> 'RedHatAI/DeepSeek-R1-Distill-Llama-8B-quantized.w4a16'"
"RedHatAI/Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse","RedHatAI/Llama-2-7b-ultrachat200k-pruned_50","quantized","high","explicit_tag | base_model:quantized:RedHatAI/Llama-2-7b-ultrachat200k-pruned_50 | validated: child_id 'neuralmagic/Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse' -> 'RedHatAI/Llama-2-7b-ultrachat200k-pruned_50-quantized-deepsparse'"
"RedHatAI/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic' -> 'RedHatAI/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic'"
"randomblock1/Qwen3-4B-Instruct-2507-rk3588","Qwen/Qwen3-4B-Instruct-2507","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen3-4B-Instruct-2507 | validated: child_id 'randomblock1/Qwen3-4B-Instruct-2507-rk3588-1.2.1' -> 'randomblock1/Qwen3-4B-Instruct-2507-rk3588'"
"RedHatAI/granite-3.1-2b-instruct-quantized.w8a8","ibm-granite/granite-3.1-2b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-2b-instruct | validated: child_id 'neuralmagic/granite-3.1-2b-instruct-quantized.w8a8' -> 'RedHatAI/granite-3.1-2b-instruct-quantized.w8a8'"
"RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8-dynamic","meta-llama/Llama-3.1-70B-Instruct","quantized","high","explicit_tag | base_model:quantized:meta-llama/Llama-3.1-70B-Instruct | validated: child_id 'neuralmagic/Meta-Llama-3.1-70B-Instruct-FP8-dynamic' -> 'RedHatAI/Meta-Llama-3.1-70B-Instruct-FP8-dynamic'"
"RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Qwen-14B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16' -> 'RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16'"
"colemei/IntelliSA-220m","Salesforce/codet5p-220m","finetune","high","explicit_tag | base_model:finetune:Salesforce/codet5p-220m | validated: child_id 'colemei/codet5p-220m-iac-security' -> 'colemei/IntelliSA-220m'"
"RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_70-quantized-deepsparse","RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_70","quantized","high","explicit_tag | base_model:quantized:RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_70 | validated: child_id 'neuralmagic/Llama-2-7b-evol-code-alpaca-pruned_70-quantized-deepsparse' -> 'RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_70-quantized-deepsparse'"
"RedHatAI/granite-3.1-8b-instruct-quantized.w8a8","ibm-granite/granite-3.1-8b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-8b-instruct | validated: child_id 'neuralmagic/granite-3.1-8b-instruct-quantized.w8a8' -> 'RedHatAI/granite-3.1-8b-instruct-quantized.w8a8'"
"CohereLabs/c4ai-command-r-plus-4bit","CohereLabs/c4ai-command-r-plus","quantized","high","openai_inference"
"LovelyBuggies/2xQwen2.5-Coder-3B-Cyclops-Aux","Qwen/Qwen2.5-Coder-3B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-Coder-3B | validated: child_id 'LovelyBuggies/2xQwen2.5-Coder-3B-HumanEval-Phoenix-Aux' -> 'LovelyBuggies/2xQwen2.5-Coder-3B-Cyclops-Aux'"
"RedHatAI/DeepSeek-R1-Distill-Llama-8B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Llama-8B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Llama-8B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Llama-8B-quantized.w8a8' -> 'RedHatAI/DeepSeek-R1-Distill-Llama-8B-quantized.w8a8'"
"RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50-quantized-deepsparse","RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50","quantized","high","explicit_tag | base_model:quantized:RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50 | validated: child_id 'neuralmagic/Llama-2-7b-evol-code-alpaca-pruned_50-quantized-deepsparse' -> 'RedHatAI/Llama-2-7b-evol-code-alpaca-pruned_50-quantized-deepsparse'"
"cgus/Seed-Coder-8B-Base-exl2","ByteDance-Seed/Seed-Coder-8B-Base","quantized","high","explicit_tag | base_model:quantized:ByteDance-Seed/Seed-Coder-8B-Base | validated: child_id 'cgus/Seed-Coder-8B-Base' -> 'cgus/Seed-Coder-8B-Base-exl2'"
"RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16' -> 'RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16'"
"zai-org/codegeex2-6b","zai-org/chatglm2-6b","finetune","high","openai_inference"
"RedHatAI/granite-3.1-2b-instruct-quantized.w4a16","ibm-granite/granite-3.1-2b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-2b-instruct | validated: child_id 'neuralmagic/granite-3.1-2b-instruct-quantized.w4a16' -> 'RedHatAI/granite-3.1-2b-instruct-quantized.w4a16'"
"RedHatAI/DeepSeek-R1-Distill-Llama-70B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Llama-70B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Llama-70B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Llama-70B-quantized.w4a16' -> 'RedHatAI/DeepSeek-R1-Distill-Llama-70B-quantized.w4a16'"
"RedHatAI/Llama-2-7b-dolphin-open_platypus","meta-llama/Llama-2-7b-hf","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-2-7b-hf | validated: child_id 'neuralmagic/Llama-2-7b-dolphin-open_platypus' -> 'RedHatAI/Llama-2-7b-dolphin-open_platypus'"
"RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w8a8","deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | validated: child_id 'neuralmagic/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w8a8' -> 'RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w8a8'"
"RedHatAI/granite-3.1-8b-instruct-quantized.w4a16","ibm-granite/granite-3.1-8b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-8b-instruct | validated: child_id 'neuralmagic/granite-3.1-8b-instruct-quantized.w4a16' -> 'RedHatAI/granite-3.1-8b-instruct-quantized.w4a16'"
"EpistemeAI/VibeCoder-20b-RL1_0","EpistemeAI/VibeCoder-20b-0.02-Debugger","quantized","high","explicit_tag | base_model:quantized:EpistemeAI/VibeCoder-20b-0.02-Debugger | validated: child_id 'EpistemeAI/VibeCoder-20b-debug-RL' -> 'EpistemeAI/VibeCoder-20b-RL1_0'"
"RedHatAI/Meta-Llama-3.1-405B-Instruct-FP8-dynamic","meta-llama/Llama-3.1-405B-Instruct","quantized","high","explicit_tag | base_model:quantized:meta-llama/Llama-3.1-405B-Instruct | validated: child_id 'neuralmagic/Meta-Llama-3.1-405B-Instruct-FP8-dynamic' -> 'RedHatAI/Meta-Llama-3.1-405B-Instruct-FP8-dynamic'"
"NVFP4/Qwen3-32B-FP4","Qwen/Qwen3-32B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-32B | validated: child_id 'Danucore/Qwen3-32B-FP4' -> 'NVFP4/Qwen3-32B-FP4'"
"QuixiAI/Qwen3-72B-Embiggened-gguf","QuixiAI/Qwen3-72B-Embiggened","quantized","high","explicit_tag | base_model:quantized:QuixiAI/Qwen3-72B-Embiggened | validated: child_id 'cognitivecomputations/Qwen3-72B-Embiggened-gguf' -> 'QuixiAI/Qwen3-72B-Embiggened-gguf'"
"pranav-pvnn/codellama-7b-python-ai-assistant-LoRA-adapters","codellama/CodeLlama-7b-hf","finetune","high","explicit_tag | base_model:finetune:codellama/CodeLlama-7b-hf | validated: child_id 'pranav-pvnn/codellama-7b-python-ai-assistant' -> 'pranav-pvnn/codellama-7b-python-ai-assistant-LoRA-adapters'"
"ramblingpolymath/Qwen3-32B-W8A8","Qwen/Qwen3-32B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-32B | validated: child_id 'tobiassmann/Qwen3-32B-W8A8' -> 'ramblingpolymath/Qwen3-32B-W8A8'"
"meta-llama/Llama-3.1-8B-Instruct","meta-llama/Llama-3.1-8B","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-3.1-8B"
"meta-llama/Llama-3.1-70B-Instruct","meta-llama/Llama-3.1-70B","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-3.1-70B"
"RedHatAI/Llama-2-7b-pruned70-retrained","RedHatAI/Llama-2-7b-pruned50-retrained","finetune","high","explicit_tag | base_model:finetune:RedHatAI/Llama-2-7b-pruned50-retrained"
"deepseek-ai/DeepSeek-R1-Distill-Qwen-7B","Qwen/Qwen2.5-Math-7B","finetune","high","openai_inference"
"deepseek-ai/DeepSeek-R1-Distill-Llama-8B","meta-llama/Llama-3.1-8B","finetune","high","openai_inference"
"ibm-granite/granite-3.1-2b-base","ibm-granite/granite-3.0-2b-base","finetune","high","openai_inference"
"RedHatAI/Sparse-Llama-3.1-8B-2of4","meta-llama/Llama-3.1-8B","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-3.1-8B"
"nativemind/shridhar_8k_multimodal","nativemind/shridhar_8k","adapter","high","explicit_tag | base_model:adapter:nativemind/shridhar_8k"
"cerebras/GLM-4.7-REAP-218B-A32B","zai-org/GLM-4.7","finetune","high","explicit_tag | base_model:finetune:zai-org/GLM-4.7"
"ibm-granite/granite-3.1-2b-instruct","ibm-granite/granite-3.1-2b-base","finetune","high","explicit_tag | base_model:finetune:ibm-granite/granite-3.1-2b-base"
"QuixiAI/Qwen3-72B-Embiggened","Qwen/Qwen3-32B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen3-32B"
"meta-llama/Llama-3.3-70B-Instruct","meta-llama/Llama-3.1-70B","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-3.1-70B"
"unsloth/Qwen2.5-Coder-7B-Instruct-bnb-4bit","Qwen/Qwen2.5-Coder-7B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-Coder-7B-Instruct"
"deepseek-ai/DeepSeek-R1-Distill-Llama-70B","meta-llama/Llama-3.3-70B-Instruct","finetune","high","openai_inference"
"unsloth/phi-4","microsoft/phi-4","finetune","high","explicit_tag | base_model:finetune:microsoft/phi-4"
"RedHatAI/Llama-2-7b-pruned50-retrained","meta-llama/Llama-2-7b-hf","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-2-7b-hf"
"mistralai/Devstral-Small-2507","mistralai/Mistral-Small-3.1-24B-Instruct-2503","finetune","high","explicit_tag | base_model:finetune:mistralai/Mistral-Small-3.1-24B-Instruct-2503"
"ByteDance-Seed/Seed-Coder-8B-Reasoning","ByteDance-Seed/Seed-Coder-8B-Base","finetune","high","explicit_tag | base_model:finetune:ByteDance-Seed/Seed-Coder-8B-Base"
"deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","Qwen/Qwen2.5-32B","finetune","high","openai_inference"
"ibm-granite/granite-3.1-8b-instruct","ibm-granite/granite-3.1-8b-base","finetune","high","explicit_tag | base_model:finetune:ibm-granite/granite-3.1-8b-base"
"meta-llama/Llama-3.1-405B-Instruct","meta-llama/Llama-3.1-405B","finetune","high","explicit_tag | base_model:finetune:meta-llama/Llama-3.1-405B"
"Qwen/Qwen3-8B","Qwen/Qwen3-8B-Base","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen3-8B-Base"
"google/gemma-2b","google/gemma-7b","finetune","high","openai_inference"
"deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B","Qwen/Qwen2.5-Math-1.5B","finetune","high","openai_inference"
"ibm-granite/granite-4.0-h-small","ibm-granite/granite-4.0-h-small-base","finetune","high","openai_inference"
"PrimeIntellect/INTELLECT-3","zai-org/GLM-4.5-Air-Base","finetune","high","explicit_tag | base_model:finetune:zai-org/GLM-4.5-Air-Base"
"RedHatAI/Llama-2-7b-ultrachat200k-pruned_50","RedHatAI/Llama-2-7b-pruned50-retrained","finetune","high","explicit_tag | base_model:finetune:RedHatAI/Llama-2-7b-pruned50-retrained"
"Salesforce/codet5p-220m","Salesforce/codet5p-110m-embedding","finetune","high","openai_inference"
"Qwen/Qwen2.5-Coder-3B","Qwen/Qwen2.5-3B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-3B"
"EpistemeAI/VibeCoder-20b-0.02-Debugger","unsloth/gpt-oss-20b-unsloth-bnb-4bit","quantized","high","explicit_tag | base_model:quantized:unsloth/gpt-oss-20b-unsloth-bnb-4bit"
"Qwen/Qwen2.5-Math-7B","Qwen/Qwen2.5-7B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-7B"
"zai-org/GLM-4.7","zai-org/GLM-4.6","finetune","high","openai_inference"
"Qwen/Qwen2.5-Coder-7B-Instruct","Qwen/Qwen2.5-Coder-7B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-Coder-7B"
"mistralai/Mistral-Small-3.1-24B-Instruct-2503","mistralai/Mistral-Small-3.1-24B-Base-2503","finetune","high","explicit_tag | base_model:finetune:mistralai/Mistral-Small-3.1-24B-Base-2503"
"Qwen/Qwen2.5-Math-1.5B","Qwen/Qwen2.5-1.5B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-1.5B"
"unsloth/gpt-oss-20b-unsloth-bnb-4bit","openai/gpt-oss-20b","quantized","high","explicit_tag | base_model:quantized:openai/gpt-oss-20b"
"zai-org/GLM-4.6","zai-org/GLM-4.5","finetune","high","openai_inference"
"Qwen/Qwen2.5-Coder-7B","Qwen/Qwen2.5-7B","finetune","high","explicit_tag | base_model:finetune:Qwen/Qwen2.5-7B"
"mistralai/Mistral-Small-3.1-24B-Base-2503","mlx-community/Mistral-Small-24B-Instruct-2501-3bit","finetune","high","openai_inference"
"openai/gpt-oss-20b","openai/gpt-oss-120b","finetune","high","openai_inference"
"mlx-community/Mistral-Small-24B-Instruct-2501-3bit","mistralai/Mistral-Small-24B-Instruct-2501","quantized","high","explicit_tag | base_model:quantized:mistralai/Mistral-Small-24B-Instruct-2501"
"mistralai/Mistral-Small-24B-Instruct-2501","mistralai/Mistral-Small-24B-Base-2501","finetune","high","explicit_tag | base_model:finetune:mistralai/Mistral-Small-24B-Base-2501"
"mistralai/Mistral-Small-24B-Base-2501","mistralai/Mistral-Small-3.2-24B-Instruct-2506","finetune","high","openai_inference"
"mistralai/Mistral-Small-3.2-24B-Instruct-2506","mistralai/Mistral-Small-3.1-24B-Base-2503","finetune","high","explicit_tag | base_model:finetune:mistralai/Mistral-Small-3.1-24B-Base-2503"
